customer_id,first_name,last_name,email,phone,ssn,dob,credit_card,street_address,city,state,zip_code,ip_address,account_balance,loyalty_tier,signup_date,lifetime_orders,marketing_opt_in
C00126,Frank,Harris,frank.harris173@yahoo.com,(309) 195-6508,326-82-1638,04/09/1963,5425-2203-6693-8499,4650 Birch Blvd,New York,NY,10051,16.188.115.164,48448.32,bronze,2020-11-08,52,True
C00127,Grace,Young,grace.young798@outlook.com,(726) 566-4118,327-89-1651,12/22/1993,4485-5274-6100-1978,9840 Main St,Portland,OR,97269,49.50.87.4,34699.1,bronze,2026-02-01,138,True
C00128,Henry,Moore,henry.moore441@outlook.com,(451) 811-1147,328-96-1664,01/29/1958,5105-5147-2439-2662,163 Cedar Ln,Atlanta,GA,30367,104.158.91.181,38273.89,bronze,2023-10-15,99,True
C00129,Frank,Williams,frank.williams728@gmail.com,(219) 719-1207,329-03-1677,01/09/1994,5105-1440-5997-8402,4486 Pine Rd,Los Angeles,CA,90072,87.9.240.37,7537.91,bronze,2020-03-02,87,True
C00130,Alice,Brown,alice.brown73@yahoo.com,(675) 827-8338,330-10-1690,11/21/1969,3485-5245-9267-2197,936 Cedar Ln,Boston,MA,02179,214.241.168.214,34478.98,platinum,2023-09-26,7,False
C00131,Zach,Wilson,zach.wilson4@gmail.com,(832) 982-9383,331-17-1703,03/17/1996,4532-1999-8679-4289,9144 Birch Blvd,Denver,CO,80251,152.130.144.20,16036.59,silver,2024-10-06,26,True
C00132,Olivia,Hernandez,olivia.hernandez537@gmail.com,(828) 268-9356,332-24-1716,06/03/1959,5425-9957-7082-7542,2645 Oak Ave,Minneapolis,MN,55457,19.138.253.161,5626.82,platinum,2024-12-28,42,True
C00133,James,Hernandez,james.hernandez394@proton.me,(915) 828-1148,333-31-1729,07/26/1963,3714-9668-6878-8626,4384 Chestnut Pl,Denver,CO,80225,118.254.99.163,36607.81,gold,2021-08-14,199,True
C00134,Bob,Thomas,bob.thomas148@icloud.com,(275) 220-6914,334-38-1742,12/14/1972,4485-4063-5299-3362,8829 Chestnut Pl,Portland,OR,97297,125.87.37.4,13629.02,silver,2026-01-04,49,True
C00135,Yara,Smith,yara.smith275@outlook.com,(404) 313-7673,335-45-1755,01/04/1977,4485-8074-4726-3694,4114 Oak Ave,Atlanta,GA,30321,58.191.105.230,48995.62,silver,2021-01-27,163,False
C00136,Olivia,Miller,olivia.miller961@proton.me,(673) 839-9634,336-52-1768,05/03/1987,3485-7965-3931-5781,1224 Cedar Ln,Phoenix,AZ,85062,113.51.249.39,39307.39,gold,2024-03-14,14,True
C00137,Carol,Garcia,carol.garcia396@gmail.com,(562) 388-8707,337-59-1781,04/29/1962,4485-6111-5386-7024,6393 Maple Dr,Portland,OR,97211,191.71.58.130,25255.19,bronze,2021-12-26,164,False
C00138,Hiro,Taylor,hiro.taylor657@icloud.com,(474) 414-9261,338-66-1794,08/23/1951,3485-3741-7009-8483,3956 Spruce Ter,Chicago,IL,60617,76.134.206.31,11705.86,silver,2024-12-29,19,True
C00139,David,Moore,david.moore798@yahoo.com,(521) 674-6622,339-73-1807,11/05/1992,4532-5469-0663-3839,6233 Spruce Ter,Boston,MA,02191,174.32.33.172,3462.82,bronze,2023-03-20,163,False
C00140,Uma,Martinez,uma.martinez744@outlook.com,(846) 564-2980,340-80-1820,05/19/2004,3485-6080-7351-5632,396 Chestnut Pl,New York,NY,10056,41.123.104.111,19677.63,bronze,2020-12-28,141,True
C00141,Fatima,Moore,fatima.moore141@icloud.com,(987) 872-2546,341-87-1833,10/15/1986,4532-4099-0250-6745,3651 Elm Way,Phoenix,AZ,85084,126.139.24.86,46540.75,gold,2025-11-05,130,False
C00142,Mia,Robinson,mia.robinson605@yahoo.com,(569) 315-4434,342-94-1846,04/20/2005,3714-5040-6376-9620,3461 Birch Blvd,Miami,FL,33172,105.211.56.92,5213.99,bronze,2023-05-02,199,False
C00143,Noah,Thompson,noah.thompson811@yahoo.com,(377) 279-1107,343-01-1859,03/16/1995,5425-4532-1533-9146,8408 Pine Rd,Miami,FL,33126,13.177.212.131,45916.49,bronze,2025-06-30,132,True
C00144,Liam,Walker,liam.walker730@yahoo.com,(249) 540-6605,344-08-1872,01/17/1990,4532-8751-4527-6421,3748 Cedar Ln,Los Angeles,CA,90027,141.61.164.138,39905.46,bronze,2022-12-10,37,False
C00145,Rachel,Thomas,rachel.thomas652@icloud.com,(438) 845-5302,345-15-1885,12/18/1984,3485-5829-0482-2119,1246 Maple Dr,Portland,OR,97260,172.33.106.225,15165.74,gold,2023-11-13,153,False
C00146,Quinn,Miller,quinn.miller100@gmail.com,(333) 486-2135,346-22-1898,11/16/1993,5105-3178-1340-9792,6827 Chestnut Pl,Chicago,IL,60653,203.69.241.135,34265.6,gold,2021-01-28,147,False
C00147,Noah,Davis,noah.davis740@icloud.com,(211) 428-1805,347-29-1911,11/08/1956,3485-2812-8919-2364,9769 Elm Way,Atlanta,GA,30306,204.29.234.7,33757.54,bronze,2022-08-24,2,True
C00148,Ingrid,Perez,ingrid.perez365@outlook.com,(267) 245-4513,348-36-1924,01/02/2000,5425-4606-5088-1883,2990 Pine Rd,Atlanta,GA,30363,61.110.91.226,10009.81,platinum,2025-11-24,43,False
C00149,Emma,Martinez,emma.martinez265@gmail.com,(473) 349-5640,349-43-1937,11/09/1953,3485-1828-8467-5639,6598 Walnut Ct,Minneapolis,MN,55468,19.162.230.50,8561.15,bronze,2021-07-04,160,False
C00150,Olivia,Johnson,olivia.johnson637@icloud.com,(492) 568-4743,350-50-1950,05/13/1958,5105-3578-9783-2413,6060 Birch Blvd,Seattle,WA,98160,178.213.17.216,22382.38,bronze,2020-04-20,188,False
C00151,Kate,Martinez,kate.martinez716@icloud.com,(346) 629-1623,351-57-1963,02/23/2004,3485-1273-1386-9681,2913 Cedar Ln,Austin,TX,78775,44.109.53.181,36279.65,bronze,2022-03-04,186,True
C00152,Victor,Smith,victor.smith907@icloud.com,(270) 116-1795,352-64-1976,11/25/2001,5425-9392-0866-9811,573 Oak Ave,Miami,FL,33143,34.250.77.82,37494.53,silver,2022-11-04,106,False
C00153,Wendy,White,wendy.white203@yahoo.com,(515) 219-1514,353-71-1989,07/13/1986,5105-4247-3599-3708,1521 Oak Ave,Miami,FL,33138,117.211.159.87,9645.89,bronze,2024-04-02,134,True
C00154,Mia,Lewis,mia.lewis707@outlook.com,(893) 514-6239,354-78-2002,12/29/1961,3714-5397-3470-8275,3341 Walnut Ct,Miami,FL,33144,108.97.186.150,33812.24,gold,2021-08-12,140,False
C00155,Paul,Allen,paul.allen857@yahoo.com,(548) 629-6794,355-85-2015,10/23/1998,5425-5433-0439-9283,2613 Elm Way,Los Angeles,CA,90020,167.157.27.163,7873.19,bronze,2020-08-14,93,False
C00156,Diego,Brown,diego.brown260@proton.me,(507) 677-3588,356-92-2028,10/27/1971,3485-5719-9960-6932,7803 Maple Dr,Los Angeles,CA,90051,54.208.47.111,30523.03,silver,2021-12-23,133,False
C00157,Uma,Hernandez,uma.hernandez429@gmail.com,(254) 680-6747,357-99-2041,04/20/2004,5105-5692-5779-9527,9991 Pine Rd,Portland,OR,97286,54.58.150.118,42502.86,bronze,2023-11-14,35,True
C00158,Emma,Robinson,emma.robinson940@proton.me,(282) 234-5319,358-06-2054,10/17/1983,4485-9107-8602-5115,7106 Chestnut Pl,Chicago,IL,60666,135.213.172.191,31223.25,bronze,2020-04-07,7,False
C00159,Carol,Miller,carol.miller752@icloud.com,(449) 240-8328,359-13-2067,03/08/1961,3714-9956-8068-6323,9471 Birch Blvd,Miami,FL,33161,186.171.38.79,38605.56,bronze,2026-01-12,11,True
C00160,Fatima,Miller,fatima.miller356@yahoo.com,(715) 308-6097,360-20-2080,04/03/2004,3485-4741-6790-9339,8055 Elm Way,Miami,FL,33173,163.48.163.224,11442.89,silver,2021-05-07,130,False
C00161,Xander,Taylor,xander.taylor795@icloud.com,(220) 408-6892,361-27-2093,09/04/1974,4532-5891-3864-3071,6278 Chestnut Pl,Chicago,IL,60665,184.204.65.238,39703.0,bronze,2020-10-02,194,True
C00162,Noah,Clark,noah.clark768@outlook.com,(800) 623-8982,362-34-2106,11/25/1958,3714-2012-3964-0956,3793 Birch Blvd,Los Angeles,CA,90094,206.80.242.33,3179.04,silver,2020-05-09,67,False
C00163,James,Rodriguez,james.rodriguez639@icloud.com,(345) 483-5323,363-41-2119,10/01/1965,3714-0223-3443-9098,5826 Oak Ave,Portland,OR,97222,222.217.137.131,46417.67,bronze,2025-05-03,154,False
C00164,Isabella,Brown,isabella.brown969@outlook.com,(736) 899-8439,364-48-2132,09/13/2003,3714-8206-1983-5444,5082 Main St,Los Angeles,CA,90023,108.238.118.182,43746.99,gold,2021-07-20,90,True
C00165,Zach,Perez,zach.perez256@outlook.com,(880) 289-2380,365-55-2145,10/30/1970,5425-9726-0287-3202,9031 Main St,Portland,OR,97215,14.172.70.172,47836.47,gold,2022-09-01,92,True
C00166,Kate,Johnson,kate.johnson754@yahoo.com,(942) 196-5453,366-62-2158,02/29/1996,5425-6948-1792-5078,7011 Main St,Boston,MA,02173,103.134.177.169,18064.34,bronze,2024-08-26,138,False
C00167,Ingrid,Rodriguez,ingrid.rodriguez570@outlook.com,(469) 941-7088,367-69-2171,02/22/1950,3714-1898-9924-9238,1675 Elm Way,Denver,CO,80286,174.183.230.78,6467.98,gold,2021-05-03,110,True
C00168,Emma,Perez,emma.perez438@yahoo.com,(496) 118-5895,368-76-2184,02/21/1952,3714-6089-7315-8946,5642 Birch Blvd,New York,NY,10037,100.172.229.205,7768.78,silver,2020-04-24,6,False
C00169,Noah,Lopez,noah.lopez148@outlook.com,(670) 564-1791,369-83-2197,07/22/1972,5105-9394-6689-9331,5833 Pine Rd,Miami,FL,33163,70.235.4.89,6762.72,bronze,2024-12-13,182,True
C00170,Quinn,Wilson,quinn.wilson885@icloud.com,(219) 111-6405,370-90-2210,03/09/1978,4532-8511-5133-2835,1629 Oak Ave,Los Angeles,CA,90044,103.8.83.211,11546.46,platinum,2025-02-03,37,False
C00171,Mia,King,mia.king315@proton.me,(719) 753-5782,371-97-2223,03/02/1956,5105-2867-1352-6918,8510 Chestnut Pl,Denver,CO,80259,173.75.78.141,36456.71,bronze,2020-06-15,64,False
C00172,Uma,Lewis,uma.lewis874@icloud.com,(840) 856-8822,372-04-2236,11/05/1963,5105-2073-4282-1498,5509 Elm Way,Austin,TX,78746,209.89.191.29,20993.19,bronze,2024-07-02,83,True
C00173,Quinn,Wilson,quinn.wilson556@outlook.com,(745) 139-2518,373-11-2249,11/29/1999,4485-9180-9780-0478,8438 Spruce Ter,Seattle,WA,98128,113.43.61.81,11363.65,bronze,2025-02-28,133,False
C00174,Paul,Gonzalez,paul.gonzalez967@proton.me,(355) 505-5728,374-18-2262,07/09/1993,4485-9634-1837-8208,2631 Elm Way,Denver,CO,80224,202.175.19.241,14420.89,silver,2024-02-14,178,True
C00175,James,Lee,james.lee498@gmail.com,(321) 595-1943,375-25-2275,11/27/1964,4532-5700-4552-2407,7131 Cedar Ln,Minneapolis,MN,55480,89.200.46.235,34135.21,bronze,2024-01-14,34,False
C00176,Quinn,Walker,quinn.walker51@icloud.com,(477) 137-4982,376-32-2288,06/13/1987,5425-7057-5127-5771,6002 Elm Way,Denver,CO,80291,46.224.107.233,17079.55,bronze,2022-09-06,4,False
C00177,Kate,Thompson,kate.thompson150@icloud.com,(535) 891-9531,377-39-2301,05/19/1964,4532-6851-3520-0544,8277 Cedar Ln,Atlanta,GA,30372,199.119.10.91,25265.32,bronze,2023-05-29,116,False
C00178,Fatima,Johnson,fatima.johnson450@proton.me,(885) 155-8301,378-46-2314,05/20/1962,4532-3766-1303-0871,3399 Cedar Ln,Chicago,IL,60614,84.17.22.156,11956.81,bronze,2024-11-04,189,True
C00179,Rachel,Perez,rachel.perez718@yahoo.com,(509) 631-4326,379-53-2327,12/13/1966,5105-4575-0769-2732,1174 Oak Ave,Miami,FL,33111,158.37.69.218,12605.32,silver,2021-11-25,1,True
C00180,Diego,Lee,diego.lee915@gmail.com,(953) 778-2659,380-60-2340,10/14/1981,3485-3527-2452-0185,8018 Spruce Ter,Denver,CO,80281,72.80.3.18,23775.81,silver,2020-05-12,111,True
C00181,Isabella,Smith,isabella.smith883@outlook.com,(510) 319-3837,381-67-2353,03/23/1965,4485-5157-2214-4368,9379 Spruce Ter,Atlanta,GA,30376,76.139.125.92,17593.97,bronze,2025-07-02,139,True
C00182,Frank,Taylor,frank.taylor874@yahoo.com,(486) 148-9357,382-74-2366,07/30/1974,5105-5018-7154-9135,4363 Oak Ave,Portland,OR,97266,48.97.239.132,21437.13,gold,2025-12-21,64,False
C00183,Aisha,Robinson,aisha.robinson540@yahoo.com,(989) 715-8761,383-81-2379,08/05/1968,5425-2896-8983-9361,2836 Birch Blvd,Austin,TX,78720,140.132.3.185,44474.24,silver,2022-07-20,87,False
C00184,Alice,Jones,alice.jones612@icloud.com,(760) 797-5334,384-88-2392,09/18/1952,5105-7310-0725-3246,9588 Oak Ave,Boston,MA,02186,151.72.202.210,49637.73,bronze,2023-11-24,105,False
C00185,Sam,King,sam.king912@icloud.com,(219) 342-7017,385-95-2405,08/10/1968,4485-6320-5630-0501,6638 Cedar Ln,Boston,MA,02169,162.97.148.53,45972.54,silver,2020-11-23,8,False
C00186,Alice,Jones,alice.jones889@yahoo.com,(267) 585-7193,386-02-2418,11/30/1998,3485-9684-4735-2431,8535 Main St,Boston,MA,02156,132.92.103.230,22180.17,bronze,2022-07-28,101,False
C00187,Victor,Smith,victor.smith938@yahoo.com,(845) 537-2310,387-09-2431,10/26/1961,4485-1441-4650-0501,7449 Spruce Ter,Austin,TX,78719,121.59.16.100,34827.43,bronze,2025-02-04,128,True
C00188,Olivia,Davis,olivia.davis741@proton.me,(992) 288-2757,388-16-2444,09/27/1963,3485-1454-3025-1948,775 Chestnut Pl,Seattle,WA,98185,41.146.219.38,49124.66,bronze,2024-08-13,11,True
C00189,Yara,Gonzalez,yara.gonzalez915@gmail.com,(409) 604-6942,389-23-2457,04/30/1954,4532-6244-2047-4162,6270 Chestnut Pl,Denver,CO,80225,177.175.20.77,26075.65,gold,2022-06-15,51,False
C00190,Victor,Walker,victor.walker111@outlook.com,(235) 475-1351,390-30-2470,11/24/1960,4532-0198-0029-3785,4632 Elm Way,Los Angeles,CA,90057,99.90.157.48,29434.85,silver,2023-08-04,50,False
C00191,Wendy,Wilson,wendy.wilson805@outlook.com,(587) 159-4233,391-37-2483,02/13/1977,5425-1200-4922-6979,8115 Elm Way,Los Angeles,CA,90077,39.14.191.227,18564.61,gold,2022-12-10,39,False
C00192,Bob,Smith,bob.smith614@outlook.com,(226) 695-2963,392-44-2496,02/11/1965,5105-4225-6220-6417,2043 Walnut Ct,Denver,CO,80293,49.137.245.3,18600.95,silver,2020-06-10,151,True
C00193,Aisha,Martinez,aisha.martinez315@outlook.com,(800) 674-2031,393-51-2509,04/05/1963,3714-7375-0022-8442,1530 Walnut Ct,New York,NY,10003,86.57.86.141,36122.68,bronze,2023-01-29,114,True
C00194,Xander,Martinez,xander.martinez478@icloud.com,(797) 894-5141,394-58-2522,01/03/1969,4485-3793-8845-2461,9654 Walnut Ct,Los Angeles,CA,90007,61.250.190.31,35849.4,bronze,2021-09-17,134,True
C00195,Hiro,Johnson,hiro.johnson52@outlook.com,(754) 717-8765,395-65-2535,01/23/1974,3485-2461-7311-9763,5856 Maple Dr,Denver,CO,80281,50.7.32.69,7926.65,silver,2021-11-03,200,True
C00196,Ingrid,White,ingrid.white236@icloud.com,(807) 220-4154,396-72-2548,05/23/1953,4485-3941-4366-0363,2125 Maple Dr,Austin,TX,78793,42.150.58.184,17434.04,bronze,2020-07-30,2,False
C00197,Xander,Young,xander.young294@outlook.com,(734) 701-1428,397-79-2561,03/22/1969,3485-7227-9588-6042,7935 Chestnut Pl,New York,NY,10074,217.228.141.219,30757.79,platinum,2022-01-13,140,False
C00198,Kate,Martin,kate.martin320@yahoo.com,(810) 165-5613,398-86-2574,10/28/1977,5105-7594-9140-3220,3656 Oak Ave,Miami,FL,33123,78.217.121.79,3649.97,bronze,2020-07-09,132,False
C00199,Diego,Perez,diego.perez827@outlook.com,(976) 106-6114,399-93-2587,08/26/1997,3714-4432-2921-3377,318 Pine Rd,Chicago,IL,60668,186.100.136.166,43627.43,bronze,2020-11-18,172,True
C00200,Yara,Clark,yara.clark45@icloud.com,(970) 242-8791,400-00-2600,10/01/2000,4485-3807-0439-7521,2225 Birch Blvd,Miami,FL,33183,190.198.54.39,23550.37,bronze,2020-05-21,110,False
C00201,Bob,Ramirez,bob.ramirez576@yahoo.com,(565) 597-5032,401-07-2613,12/23/1950,4532-1352-1750-5599,534 Maple Dr,Portland,OR,97291,56.230.244.63,2542.97,gold,2020-08-02,97,True
C00202,Rachel,Jones,rachel.jones853@icloud.com,(432) 351-3675,402-14-2626,03/15/2000,5105-0581-9008-6688,7397 Oak Ave,Minneapolis,MN,55490,31.19.224.193,39752.18,bronze,2024-11-03,38,False
C00203,Yara,Jackson,yara.jackson240@yahoo.com,(932) 187-7916,403-21-2639,06/21/1990,4485-9846-3246-4444,9186 Pine Rd,Portland,OR,97209,35.92.192.76,39369.55,silver,2022-11-24,79,True
C00204,James,Hernandez,james.hernandez412@gmail.com,(309) 185-8357,404-28-2652,04/15/1985,5105-7866-1456-7764,1345 Elm Way,Phoenix,AZ,85099,164.174.16.231,9606.07,bronze,2024-06-16,134,False
C00205,Mia,Jackson,mia.jackson743@proton.me,(812) 819-5204,405-35-2665,10/31/1999,4485-9921-2337-4860,8227 Maple Dr,Boston,MA,02126,141.102.222.162,26418.84,silver,2021-01-25,11,False
C00206,Liam,Lee,liam.lee223@outlook.com,(448) 226-9136,406-42-2678,05/24/1962,3714-9365-0017-2501,7761 Main St,Austin,TX,78765,176.207.33.185,28196.85,gold,2024-08-08,17,False
C00207,Sam,Jackson,sam.jackson714@proton.me,(631) 532-5327,407-49-2691,09/14/1985,4485-8288-7478-6528,8176 Walnut Ct,Phoenix,AZ,85033,193.107.168.14,28073.04,bronze,2021-03-29,60,True
C00208,David,White,david.white529@proton.me,(799) 262-9680,408-56-2704,11/20/1999,3714-4925-2413-8506,2657 Oak Ave,Miami,FL,33172,97.229.109.43,48833.54,bronze,2022-05-08,185,False
C00209,Carol,Anderson,carol.anderson45@outlook.com,(432) 312-3833,409-63-2717,07/25/1975,4532-1318-3355-5409,1563 Chestnut Pl,Boston,MA,02192,122.72.172.51,44285.7,silver,2021-04-27,35,False
C00210,Xander,Moore,xander.moore430@yahoo.com,(312) 436-7131,410-70-2730,07/23/1962,4485-3338-4562-4850,5515 Pine Rd,Denver,CO,80248,105.24.8.104,21872.6,bronze,2020-04-15,129,True
C00211,Wendy,Martin,wendy.martin77@yahoo.com,(496) 585-5243,411-77-2743,12/17/1981,5105-4981-7370-9839,8073 Chestnut Pl,Phoenix,AZ,85049,109.50.244.45,18921.39,gold,2020-08-22,120,False
C00212,Xander,Harris,xander.harris145@yahoo.com,(712) 945-4359,412-84-2756,08/29/1986,3714-5714-7899-6855,5447 Main St,New York,NY,10075,144.158.166.116,40618.97,bronze,2021-09-09,185,True
C00213,Jamal,Martin,jamal.martin855@outlook.com,(240) 276-6390,413-91-2769,01/27/2000,3714-7659-6935-5907,6697 Cedar Ln,Denver,CO,80279,170.43.64.223,46850.44,platinum,2024-04-07,68,True
C00214,Olivia,Brown,olivia.brown619@gmail.com,(981) 469-9076,414-98-2782,04/02/1986,5425-1030-2891-8341,1160 Oak Ave,Seattle,WA,98176,49.194.167.18,9016.7,bronze,2024-01-01,94,True
C00215,Wendy,Martinez,wendy.martinez138@yahoo.com,(677) 315-6077,415-05-2795,10/26/1975,4532-2923-1012-6260,1766 Pine Rd,Portland,OR,97284,106.10.192.70,3942.4,bronze,2024-08-26,4,True
C00216,Paul,Thomas,paul.thomas99@gmail.com,(975) 322-5970,416-12-2808,05/16/1981,4532-1292-5155-7372,8891 Spruce Ter,Seattle,WA,98123,86.45.137.98,43226.99,platinum,2026-01-03,171,False
C00217,Quinn,Thompson,quinn.thompson227@outlook.com,(985) 346-1728,417-19-2821,12/30/1979,4532-6792-3919-3163,8557 Oak Ave,Portland,OR,97221,135.143.156.76,48375.38,bronze,2022-10-28,92,False
C00218,Xander,Rodriguez,xander.rodriguez156@outlook.com,(410) 673-1876,418-26-2834,03/02/1989,3714-7722-6363-0323,5824 Cedar Ln,Atlanta,GA,30388,210.134.154.34,43386.01,silver,2020-05-13,81,True
C00219,Frank,Johnson,frank.johnson277@yahoo.com,(692) 546-6550,419-33-2847,04/12/1978,5425-1174-2865-0061,3881 Spruce Ter,Austin,TX,78757,209.94.111.126,22853.86,silver,2022-01-11,75,True
C00220,Liam,Young,liam.young628@icloud.com,(331) 931-9481,420-40-2860,07/22/1988,5105-4526-0432-7242,6327 Main St,Austin,TX,78712,200.237.15.173,35287.49,bronze,2023-10-28,95,True
C00221,James,White,james.white143@proton.me,(968) 994-3094,421-47-2873,08/10/1997,4532-0940-3389-3075,5546 Cedar Ln,Boston,MA,02110,137.98.93.42,35592.89,silver,2020-06-19,74,True
C00222,Olivia,Lopez,olivia.lopez546@icloud.com,(480) 291-9553,422-54-2886,10/20/1972,3485-7851-4232-6151,3173 Maple Dr,Phoenix,AZ,85039,55.141.179.69,37524.3,silver,2021-02-19,37,True
C00223,David,White,david.white556@proton.me,(735) 976-9359,423-61-2899,02/28/1962,3714-1833-5756-9282,8838 Spruce Ter,Seattle,WA,98146,14.111.212.145,46261.3,gold,2022-10-17,171,True
C00224,James,Miller,james.miller366@gmail.com,(552) 743-9652,424-68-2912,11/24/1965,3485-3828-8034-2382,185 Maple Dr,Boston,MA,02188,185.95.154.90,39871.14,bronze,2023-07-13,87,False
C00225,Grace,Lewis,grace.lewis814@gmail.com,(425) 195-2511,425-75-2925,04/27/1990,5105-5020-0619-3861,9360 Oak Ave,Atlanta,GA,30384,36.175.101.199,16994.66,bronze,2021-07-27,185,False
C00226,Alice,Jones,alice.jones311@outlook.com,(748) 329-5911,426-82-2938,04/05/1971,3714-1225-1224-3441,9443 Cedar Ln,Portland,OR,97205,35.226.215.205,2051.79,bronze,2025-05-21,156,False
C00227,Quinn,Perez,quinn.perez435@gmail.com,(361) 142-4316,427-89-2951,06/24/1954,4532-1865-3637-1438,4863 Chestnut Pl,Portland,OR,97285,164.54.118.149,21028.9,silver,2023-11-29,35,False
C00228,Henry,Martinez,henry.martinez701@icloud.com,(722) 862-5462,428-96-2964,05/08/1964,4532-4579-1628-6799,8058 Main St,New York,NY,10091,36.218.120.175,42957.67,gold,2020-04-20,164,True
C00229,Hiro,Hernandez,hiro.hernandez929@outlook.com,(957) 404-9340,429-03-2977,06/19/1953,4532-0628-1310-5122,8691 Birch Blvd,Seattle,WA,98130,21.64.203.249,43763.51,bronze,2020-11-18,22,False
C00230,Grace,Garcia,grace.garcia625@icloud.com,(538) 878-8439,430-10-2990,10/24/1966,5105-5954-4585-1048,8457 Elm Way,Atlanta,GA,30339,18.198.34.110,5596.25,platinum,2022-05-26,183,True
C00231,Aisha,Robinson,aisha.robinson70@icloud.com,(638) 166-4303,431-17-3003,02/25/1970,3485-4509-2589-6738,7973 Main St,Phoenix,AZ,85034,18.232.223.52,49201.38,silver,2020-07-23,123,True
C00232,Olivia,Ramirez,olivia.ramirez56@proton.me,(635) 982-5902,432-24-3016,01/02/1962,5425-3737-6051-0900,5355 Walnut Ct,New York,NY,10053,78.121.217.24,25456.12,bronze,2021-07-02,24,False
C00233,Tara,Martinez,tara.martinez238@yahoo.com,(714) 155-4300,433-31-3029,08/20/1950,4485-8078-7450-5996,3134 Cedar Ln,Portland,OR,97276,218.19.121.245,15690.91,bronze,2020-02-18,3,False
C00234,Ingrid,White,ingrid.white520@proton.me,(619) 367-5591,434-38-3042,10/07/2004,4485-1375-7672-8244,7795 Pine Rd,Minneapolis,MN,55409,39.245.178.134,5255.58,platinum,2025-07-03,120,False
C00235,Liam,Sanchez,liam.sanchez934@icloud.com,(776) 604-1364,435-45-3055,08/13/1951,5425-6688-6993-8956,1851 Oak Ave,Chicago,IL,60689,29.212.17.190,23409.77,silver,2020-01-20,142,True
C00236,Aisha,Lopez,aisha.lopez210@gmail.com,(678) 251-1799,436-52-3068,01/10/1986,5105-9709-7749-3360,6203 Elm Way,Austin,TX,78788,42.171.76.87,5070.21,platinum,2023-01-07,198,True
C00237,Uma,Jackson,uma.jackson167@icloud.com,(868) 580-3170,437-59-3081,05/07/1962,5425-1247-2203-5641,6766 Elm Way,Atlanta,GA,30384,110.171.170.163,29637.37,platinum,2023-11-15,97,False
C00238,Noah,Jones,noah.jones697@gmail.com,(814) 931-8227,438-66-3094,02/07/1996,3485-5848-0915-3441,9503 Walnut Ct,New York,NY,10037,193.83.209.99,10619.99,platinum,2020-01-07,54,False
C00239,Aisha,Young,aisha.young530@gmail.com,(267) 157-5834,439-73-3107,11/23/1971,5105-1420-5246-2599,5519 Spruce Ter,Phoenix,AZ,85038,78.140.37.195,30686.51,bronze,2024-08-19,141,False
C00240,Alice,Sanchez,alice.sanchez348@proton.me,(636) 812-8786,440-80-3120,11/26/1973,5425-8973-4261-0143,688 Pine Rd,Seattle,WA,98141,18.50.125.40,45476.01,silver,2021-11-01,45,True
C00241,Victor,Moore,victor.moore687@proton.me,(236) 592-2294,441-87-3133,09/18/1982,4485-7089-3225-1583,6725 Birch Blvd,Miami,FL,33102,115.242.68.136,43799.36,bronze,2020-12-15,149,False
C00242,David,Thomas,david.thomas343@yahoo.com,(668) 237-5342,442-94-3146,06/07/1993,3714-3168-0117-1915,3003 Main St,Boston,MA,02102,21.1.151.53,12358.85,bronze,2022-06-26,174,True
C00243,Grace,Ramirez,grace.ramirez770@gmail.com,(620) 226-2768,443-01-3159,06/29/1951,5425-8808-9030-8142,6878 Walnut Ct,Portland,OR,97297,51.119.60.221,35604.05,silver,2024-06-16,143,False
C00244,Sam,Brown,sam.brown692@yahoo.com,(470) 622-6109,444-08-3172,06/15/1977,3714-1541-3463-6412,1968 Pine Rd,New York,NY,10062,83.7.46.43,11736.69,silver,2023-04-13,45,False
C00245,Emma,Martin,emma.martin59@proton.me,(793) 848-2257,445-15-3185,04/20/1959,3485-6724-2437-0345,3586 Main St,Los Angeles,CA,90074,55.7.185.192,17297.35,silver,2022-11-06,184,True
C00246,Henry,Lewis,henry.lewis795@yahoo.com,(613) 353-7130,446-22-3198,06/05/1995,5425-7939-5136-9023,2950 Chestnut Pl,Miami,FL,33103,207.26.26.236,49043.88,bronze,2022-05-29,1,True
C00247,Zach,King,zach.king213@outlook.com,(329) 414-9283,447-29-3211,08/15/1963,3485-4684-0081-4182,4224 Elm Way,Miami,FL,33177,85.81.190.171,20553.11,bronze,2023-02-02,132,False
C00248,Liam,Smith,liam.smith6@gmail.com,(923) 389-4811,448-36-3224,07/07/1993,4532-9563-9609-8058,124 Chestnut Pl,Austin,TX,78764,99.106.156.17,30288.31,bronze,2022-02-07,36,True
C00249,Mia,Robinson,mia.robinson334@yahoo.com,(970) 752-1244,449-43-3237,04/25/1960,5425-6298-9426-3045,2159 Pine Rd,Phoenix,AZ,85038,207.249.45.50,42697.13,gold,2020-04-26,143,False
C00250,Aisha,Gonzalez,aisha.gonzalez952@icloud.com,(713) 660-6441,450-50-3250,10/01/2002,5105-6811-8975-9224,2732 Walnut Ct,Minneapolis,MN,55402,179.86.201.12,35405.29,platinum,2025-06-27,115,True
C00251,James,Johnson,james.johnson712@outlook.com,(996) 459-2961,451-57-3263,02/02/1981,3485-2566-4576-4664,7285 Maple Dr,Austin,TX,78778,63.196.207.62,45885.52,bronze,2025-08-26,185,True
